"oblast_intervence_nazev_en";"oblast_intervence_kod";"climate_share";"sc_id";"sc_nazev";"op_zkr";"op_id";"fin_pravniakt_czv";"fin_pravniakt_eu";"fin_pravniakt_narodni_verejne";"fin_pravniakt_soukr";"fin_vyuct_czv";"fin_vyuct_eu";"fin_vyuct_narodni_verejne";"fin_vyuct_verejne";"fin_vyuct_soukr";"fin_vyuct_narodni";"n_prj"
"ICT Services and applications for SMEs (including e-Commerce, e-Business and networked business processes), living labs, web entrepreneurs and ICT start-ups)";"IV.3.082";"0,0";"01.4.04.4.2";"Zvýšit využití potenciálu ICT sektoru pro konkurenceschopnost ekonomiky";"OP PIK";"01";"5326280092,85000038";"2270613176,40999937";"0,000000000";"3055666916,440000057";"4392479938,1400003433";"1867426602,9700002670";"0,00000000000";"1867426602,9700002670";"2525053335,169999122619628906250000000";"2525053335,16999912262";"519"
"Air quality measures";"IV.4.083";"0,4";"05.2.28.2.4";"Snížit emise stacionárních zdrojů podílející se na expozici obyvatelstva nadlimitním koncentracím znečišťujících látek v uhelných regionech";"OP ŽP";"05";"585346376,19999993";"367079371,24000007";"23654561,600000001";"194612443,360000014";"176598421,2000000179";"121950285,6800000072";"0,00000000000";"121950285,6800000072";"54648135,520000003278255462646484375";"54648135,52000000328";"52"
"Air quality measures";"IV.4.083";"0,4";"05.2.32.2.1";"Snížit emise z lokálního vytápění domácností podílející se na expozici obyvatelstva nadlimitním koncentracím znečišťujících látek.";"OP ŽP";"05";"10632373189,17000008";"10632373189,17000008";"0,000000000";"0,000000000";"9317145748,4200000763";"9317145748,4200000763";"0,00000000000";"9317145748,4200000763";"0,000000000000000000000000000";"0,00000000000";"42"
"Air quality measures";"IV.4.083";"0,4";"05.2.32.2.2";"Snížit emise stacionárních zdrojů podílející se na expozici obyvatelstva nadlimitním koncentracím znečišťujících látek";"OP ŽP";"05";"6533174158,83999920";"3764638931,38999939";"44508804,339999996";"2724026423,109999180";"4082678692,8199996948";"2306034035,4200010300";"22653840,53999999911";"2328687875,9600014687";"1753990816,859999895095825195312500000";"1776644657,39999985695";"201"
"Air quality measures";"IV.4.083";"0,4";"05.2.32.2.3";"Zlepšit systém sledování, hodnocení a předpovídání vývoje kvality ovzduší a souvisejících meteorologických aspektů";"OP ŽP";"05";"598653130,43999994";"508855160,80999994";"89513269,629999995";"284700,000000000";"586844216,4399999380";"498817583,8399999738";"87741932,60000000894";"586559516,4399999380";"284699,999999983236193656921386719";"88026632,60000000894";"33"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.1.24.1.3";"Zajistit povodňovou ochranu v intravilánu";"OP ŽP";"05";"31887090,40000000";"28767718,51000000";"2121791,290000000";"997580,600000000";"12307066,4400000013";"10180826,1600000001";"2126240,27999999980";"12307066,4400000013";"0,000000000698491930961608887";"2126240,28000000073";"8"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.4.27.4.1";"Zajistit příznivý stav předmětu ochrany národně významných chráněných území";"OP ŽP";"05";"1386606549,70999956";"1319251899,38999939";"36173989,839999996";"31180660,480000000";"528800085,4700001478";"509858155,0999999642";"13834231,86999999732";"523692386,9700000882";"5107698,499999996274709701538085938";"18941930,36999999732";"86"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.4.27.4.2";"Posílit biodiverzitu";"OP ŽP";"05";"314862255,92000008";"279465482,74000013";"16499840,749999998";"18896932,429999992";"165174264,3300000131";"145564902,8300000131";"9779041,25999999978";"155343944,0900000036";"9830320,240000002086162567138671875";"19609361,50000000000";"157"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.4.27.4.3";"Posílit přirozené funkce krajiny";"OP ŽP";"05";"6010675514,10999775";"5585279303,34000397";"249714213,889999896";"175681996,879999995";"3670622787,8700003624";"3396063465,3399991989";"172631861,41999995708";"3568695326,7600016594";"101927461,110000044107437133789062500";"274559322,53000003099";"1266"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.4.27.4.4";"Zlepšit kvalitu prostředí v sídlech";"OP ŽP";"05";"1149767989,02999997";"746290630,90999985";"390391808,820000350";"13085549,300000001";"579322899,2299998999";"356249996,2200000286";"219726323,27999988198";"575976319,4999998808";"3346579,729999999050050973892211914";"223072903,00999981165";"627"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";NA;NA;"OP ŽP";"05";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"26"
"Protection, restoration and sustainable use of Natura 2000 sites";"IV.4.086";"0,4";"05.4.27.4.1";"Zajistit příznivý stav předmětu ochrany národně významných chráněných území";"OP ŽP";"05";"1408751778,50999951";"1233418481,78999949";"148955531,530000031";"26377765,189999998";"824017390,1999999285";"747857806,5000001192";"69943217,54999999702";"817801024,0500000715";"6216366,150000001303851604461669922";"76159583,69999998808";"94"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";"05.1.24.1.3";"Zajistit povodňovou ochranu v intravilánu";"OP ŽP";"05";"1663238305,52999973";"1389246042,94999957";"262591784,200000077";"11400478,380000001";"1068126581,4599996805";"894579843,6700001955";"166479005,05999994278";"1061058848,7299996614";"7067732,729999994859099388122558594";"173546737,78999993205";"213"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";"06.1.23.1.3";"Zvýšení připravenosti k řešení a řízení rizik a katastrof";"IROP";"06";"4830680782,82499790";"4106078664,88999939";"724602117,934999585";"0,000000000";"4050112735,5900006294";"3442595824,2320013046";"607516911,35800015926";"4050112735,5900006294";"0,000000024447217583656311035";"607516911,35800027847";"278"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";"06.4.59.4.1";"Posílení komunitně vedeného místního rozvoje za účelem zvýšení kvality života ve venkovských oblastech a aktivizace místního potenciálu";"IROP";"06";"407480575,86999995";"387106546,91999990";"20374028,950000014";"0,000000000";"355125086,6100000739";"337368832,0150001049";"17756254,59500000253";"355125086,6100000739";"0,000000000669388100504875183";"17756254,59500000253";"208"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";"06.6.127.6.1";"REACT-EU";"IROP";"06";"1573747974,12811732";"1337685777,92200017";"236062196,206117690";"0,000000000";"56131198,1996261105";"47711518,4696821943";"8419679,72994391620";"56131198,1996261105";"0,000000000000000000000000000";"8419679,72994391620";"43"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";NA;NA;"IROP";"06";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"18"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,4";"05.1.24.1.3";"Zajistit povodňovou ochranu v intravilánu";"OP ŽP";"05";"300837777,17000002";"254599319,14000002";"44829997,170000002";"1408460,860000000";"262374890,1999999583";"222909871,3700000048";"38056558,01999999583";"260966429,3899999559";"1408460,810000006807968020439147949";"39465018,82999999821";"45"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,4";"05.1.24.1.4";"Podpořit preventivní protipovodňová opatření";"OP ŽP";"05";"2517175931,65000153";"1845331915,81999969";"669605532,679999709";"2238483,150000000";"2019757478,4500007629";"1483573595,3700003624";"533949855,82999968529";"2017523451,2000007629";"2234027,250000001396983861923217773";"536183883,07999962568";"722"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,4";"05.3.23.3.5";"Snížit environmentální rizika a rozvíjet systémy jejich řízení";"OP ŽP";"05";"151482358,96000001";"125410175,44000001";"26072183,520000000";"0,000000000";"148240801,0999999940";"122648246,7600000054";"25592554,33999999613";"148240801,1000000238";"0,000000005122274160385131836";"25592554,34000000358";"11"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,4";"06.1.23.1.3";"Zvýšení připravenosti k řešení a řízení rizik a katastrof";"IROP";"06";"502723613,33499998";"427315071,30999994";"75408542,024999991";"0,000000000";"456896701,2299999595";"388362195,9580000043";"68534505,27200001478";"456896701,2300000191";"-0,000000016763806343078613281";"68534505,27199999988";"20"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,0";"06.4.59.4.1";"Posílení komunitně vedeného místního rozvoje za účelem zvýšení kvality života ve venkovských oblastech a aktivizace místního potenciálu";"IROP";"06";"18250461,14000000";"17337938,07000000";"912523,070000000";"0,000000000";"15174281,3300000019";"14415567,2349999994";"758714,09499999997";"15174281,3300000001";"0,000000000523868948221206665";"758714,09500000009";"20"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,0";"06.6.127.6.1";"REACT-EU";"IROP";"06";"272468633,60188234";"231598338,54799995";"40870295,053882368";"0,000000000";"6236799,8003738904";"5301279,8303178074";"935519,97005608364";"6236799,8003738904";"0,000000000000000000000000000";"935519,97005608352";"40"
"Rehabilitation of industrial sites and contaminated land";"IV.4.089";"0,4";"05.3.24.3.4";"Dokončit inventarizaci a odstranit ekologické zátěže";"OP ŽP";"05";"3588144817,36000109";"3048773666,81999969";"202098364,430000007";"337272786,110000014";"1878355234,7899997234";"1595337356,2999997139";"153430940,87999993563";"1748768297,1799995899";"129586937,610000014305114746093750000";"283017878,49000000954";"116"
"Rehabilitation of industrial sites and contaminated land";"IV.4.089";"0,0";NA;NA;"OP ŽP";"05";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"5"
"Protection, development and promotion of public tourism assets";"IV.4.092";"0,0";"05.4.27.4.1";"Zajistit příznivý stav předmětu ochrany národně významných chráněných území";"OP ŽP";"05";"13716484,86000000";"13716484,86000000";"0,000000000";"0,000000000";"7936095,1500000004";"7936095,1500000004";"0,00000000000";"7936095,1500000004";"0,000000000000000000000000000";"0,00000000000";"1"
"Protection, development and promotion of public cultural and heritage assets";"IV.4.094";"0,0";"05.4.27.4.1";"Zajistit příznivý stav předmětu ochrany národně významných chráněných území";"OP ŽP";"05";"46016416,22000000";"4601641,62000000";"41414774,600000001";"0,000000000";"32594111,2300000004";"3259411,2300000000";"29334700,00000000000";"32594111,2300000004";"0,000000000000000000000000000";"29334700,00000000000";"1"
"Protection, development and promotion of public cultural and heritage assets";"IV.4.094";"0,0";"06.3.33.3.1";"Zefektivnění prezentace, posílení ochrany a rozvoje kulturního a přírodního dědictví";"IROP";"06";"15173658684,72999954";"12897609881,38000488";"1881837568,370000362";"394211234,980000198";"8287583119,2100009918";"7044445647,1600055695";"1033633036,03000020981";"8078078683,1900005341";"209504436,020000129938125610351562500";"1243137472,05000114441";"246"
"Institutional capacity of public administrations and public services related to implementation of the ERDF or actions supporting ESF institutional capacity initiatives";"IV.5.096";"0,0";"06.3.72.3.3";"Podpora pořizování a uplatňování dokumentů územního rozvoje";"IROP";"06";"230538791,40000001";"195957972,67000002";"34580818,729999989";"0,000000000";"219403581,9599999785";"186493044,5299999714";"32910537,42999997735";"219403581,9599999785";"-0,000000000931322574615478516";"32910537,42999997735";"187"
"Community-led local development initiatives in urban and rural areas";"IV.5.097";"0,0";"06.4.59.4.1";"Posílení komunitně vedeného místního rozvoje za účelem zvýšení kvality života ve venkovských oblastech a aktivizace místního potenciálu";"IROP";"06";"4452430834,22999859";"4229809288,43999624";"189096444,240000099";"33525101,549999993";"3190201093,8400001526";"3030691034,3299961090";"136296862,03999999166";"3166987896,3700013161";"23213197,470000009983777999877929688";"159510059,50999990106";"1956"
"Community-led local development initiatives in urban and rural areas";"IV.5.097";"0,0";"06.4.59.4.2";"Posílení kapacit komunitně vedeného místního rozvoje za účelem zlepšení řídících a administrativních schopností MAS";"IROP";"06";"2358311683,58999920";"2240396098,76999903";"0,000000000";"117915584,820000038";"1388856523,1899993420";"1319413693,0699999332";"0,00000000000";"1319413693,0699999332";"69442830,120000049471855163574218750";"69442830,12000004947";"301"
"Community-led local development initiatives in urban and rural areas";"IV.5.097";"0,0";NA;NA;"IROP";"06";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"29"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"01.5.125.5.1";"Zajištění efektivního řízení a administrace operačního programu";"OP PIK";"01";"3450692080,83999968";"2933088268,69000006";"517603812,150000036";"0,000000000";"1804384043,9700000286";"1533726436,4400002956";"270657607,52999997139";"1804384043,9699997902";"0,000000089610693976283073425";"270657607,53000003099";"40"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"02.4.125.1";"Zajištění efektivní administrace";"OP VVV";"02";"2779614322,21058369";"2255657022,33980131";"523957299,870782793";"0,000000000";"2297024476,3544993401";"1864035361,3818774223";"432989114,97262203693";"2297024476,3544993401";"0,000000004089291905843850532";"432989114,97262203693";"25"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"02.4.125.2";"Zajištění informovanosti, publicity a absorpční kapacity";"OP VVV";"02";"5326903,59648288";"4322782,25795295";"1004121,338529922";"0,000000000";"1713884,5043059434";"1390817,1738212048";"323067,33048473840";"1713884,5043059434";"-0,000000000136700691838433030";"323067,33048473828";"6"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"03.5.125.1";"Zajistit řádnou implementaci OPZ prostřednictvím poskytnutí spolehlivých a efektivních služeb pro řízení a administraci programu";"OP Z";"03";"2503186510,00242949";"2060685714,69000006";"442500795,312429428";"0,000000000";"1814929043,7142295837";"1494094961,8091890812";"320834081,90504056215";"1814929043,7142295837";"0,000000000000000000000000000";"320834081,90504062176";"3"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"04.4.125.4.1";"Podpora a zajištění implementace OP Doprava";"OP D";"04";"1433741977,47644210";"1218680680,85099626";"215061296,625445902";"0,000000000";"676695220,5491510630";"575190936,9125552177";"101504283,63659590483";"676695220,5491510630";"-0,000000059604644775390625000";"101504283,63659587502";"3"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"05.6.125.6.1";"Zajistit řádné a efektivní řízení a administraci";"OP ŽP";"05";"2843692131,13000011";"2417138311,44999981";"426553819,679999948";"0,000000000";"1936934838,5000002384";"1646394611,9399995804";"290540226,56000000238";"1936934838,5000002384";"0,000000000523868948221206665";"290540226,56000006199";"48"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"06.5.125.5.1";"Zajištění kvalitního řízení a implementace programu";"IROP";"06";"2690312336,09000063";"2286765485,60000038";"403546850,490000010";"0,000000000";"2177986953,5599994659";"1851288904,6099996567";"326698048,94999998808";"2177986953,5599994659";"0,000000246567651629447937012";"326698048,95000016689";"42"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"07.5.125.5.1";"Zajištění kvalitního a efektivního řízení programu";"OP PPR";"07";"202477069,40000001";"101238534,70000000";"101238534,700000003";"0,000000000";"121980540,8797558695";"60990270,4248779342";"60990270,45487793535";"121980540,8797558695";"0,000000000000000000000000000";"60990270,45487793535";"1"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"08.1.125.1.1";"Vytvořit podmínky pro naplnění cílů Dohody o partnerství a koordinace řízení";"OP TP";"08";"2264347681,35999870";"1924695528,96372437";"339652152,396274626";"0,000000000";"1621288507,1183283329";"1378095229,4520041943";"243193277,66632416844";"1621288507,1183283329";"0,000000002107117324777275865";"243193277,66632419825";"61"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"08.1.125.1.3";"Podpořit kapacity pro implementaci ESIF na nižší než národní úrovni";"OP TP";"08";"1609333890,57999969";"1367933806,77000046";"241400083,810000002";"0,000000000";"1309859507,9959993362";"1113380580,2019996643";"196478927,79399999976";"1309859507,9959993362";"0,000000004982575774192809728";"196478927,79400005937";"97"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"08.1.125.1.4";"Vytvořit podmínky pro účinnou kontrolu a audit ESIF";"OP TP";"08";"1573496046,09000015";"1337471639,14999986";"236024406,939999998";"0,000000000";"1074064235,1100001335";"912954599,5600001812";"161109635,54999998212";"1074064235,1100001335";"-0,000000005646143108606338501";"161109635,55000001192";"14"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"08.2.125.2.1";"Zabezpečení jednotného monitorovacího systému na základě vysoké úrovně elektronizace dat";"OP TP";"08";"1298482427,30999994";"1103710063,16000009";"194772364,150000036";"0,000000000";"974960699,6400002241";"828716593,0599997044";"146244106,57999995351";"974960699,6400002241";"0,000000024563632905483245850";"146244106,57999998331";"35"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";NA;NA;"IROP";"06";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"3"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";NA;NA;"OP TP";"08";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"13"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";NA;NA;"OP VVV";"02";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"6"
"Evaluation and studies";"IX.0.122";"0,0";"01.5.125.5.2";"Zajištění informovanosti, publicity a absorpční kapacity operačního programu";"OP PIK";"01";"46000000,00000000";"39100000,00000000";"6900000,000000000";"0,000000000";"20818909,3000000007";"17696072,8900000006";"3122836,40999999968";"20818909,3000000007";"0,000000000000000000000000000";"3122836,41000000061";"2"
"Evaluation and studies";"IX.0.122";"0,0";"02.4.125.1";"Zajištění efektivní administrace";"OP VVV";"02";"213964784,36781320";"173632422,50396013";"40332361,863853045";"0,000000000";"124602441,2586374879";"101114880,8381107450";"23487560,42052675411";"124602441,2586374879";"-0,000000000040512532304188069";"23487560,42052675411";"9"
"Evaluation and studies";"IX.0.122";"0,0";"02.4.125.2";"Zajištění informovanosti, publicity a absorpční kapacity";"OP VVV";"02";"1366703,03279061";"1109079,50901033";"257623,523780279";"0,000000000";"474226,5091641049";"384834,7909669060";"89391,71819719886";"474226,5091641049";"-0,000000000057276338700429647";"89391,71819719883";"3"
"Evaluation and studies";"IX.0.122";"0,0";"03.5.125.1";"Zajistit řádnou implementaci OPZ prostřednictvím poskytnutí spolehlivých a efektivních služeb pro řízení a administraci programu";"OP Z";"03";"159300000,00000000";"131139742,50000000";"28160257,500000000";"0,000000000";"91560448,9300000072";"75374850,4399999976";"16185598,49000000022";"91560448,9300000072";"0,000000000000000000000000000";"16185598,49000000209";"2"
"Evaluation and studies";"IX.0.122";"0,0";"04.4.125.4.1";"Podpora a zajištění implementace OP Doprava";"OP D";"04";"15763279,79132719";"13398787,82262811";"2364491,968699078";"0,000000000";"3062150,8020535014";"2602828,1402337761";"459322,66181972524";"3062150,8020535014";"0,000000000000000000000000000";"459322,66181972501";"1"
"Evaluation and studies";"IX.0.122";"0,0";"05.6.125.6.1";"Zajistit řádné a efektivní řízení a administraci";"OP ŽP";"05";"25694229,00000000";"21840094,65000000";"3854134,350000000";"0,000000000";"9520879,0000000000";"8092747,1500000004";"1428131,85000000009";"9520879,0000000000";"0,000000000000000000000000000";"1428131,85000000009";"11"
"Evaluation and studies";"IX.0.122";"0,0";"06.5.125.5.1";"Zajištění kvalitního řízení a implementace programu";"IROP";"06";"30250000,00000000";"25712500,00000000";"4537500,000000000";"0,000000000";"6651007,0000000000";"5653355,9500000002";"997651,05000000005";"6651007,0000000000";"0,000000000000000000000000000";"997651,04999999981";"1"
"Evaluation and studies";"IX.0.122";"0,0";"07.5.125.5.1";"Zajištění kvalitního a efektivního řízení programu";"OP PPR";"07";"202477069,60000002";"101238534,80000001";"101238534,800000012";"0,000000000";"121980541,0002441257";"60990270,4851220623";"60990270,51512206346";"121980541,0002441257";"0,000000000000000000000000000";"60990270,51512206346";"1"
"Evaluation and studies";"IX.0.122";"0,0";"08.1.125.1.1";"Vytvořit podmínky pro naplnění cílů Dohody o partnerství a koordinace řízení";"OP TP";"08";"121161963,59000133";"102987669,02627613";"18174294,563725196";"0,000000000";"84226581,7816716731";"71592593,8679959476";"12633987,91367575340";"84226581,7816716731";"0,000000002142041921905844863";"12633987,91367575713";"17"
"Evaluation and studies";"IX.0.122";"0,0";"08.1.125.1.3";"Podpořit kapacity pro implementaci ESIF na nižší než národní úrovni";"OP TP";"08";"37962374,88000000";"32268018,63000000";"5694356,250000000";"0,000000000";"30390473,3439999968";"25831902,2879999988";"4558571,05599999987";"30390473,3439999968";"0,000000001885928213596343911";"4558571,05600000173";"9"
"Evaluation and studies";"IX.0.122";"0,0";NA;NA;"OP TP";"08";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"1"
"Information and communication";"IX.0.123";"0,0";"01.5.125.5.2";"Zajištění informovanosti, publicity a absorpční kapacity operačního programu";"OP PIK";"01";"153452655,00000000";"130434756,75000000";"23017898,250000000";"0,000000000";"13865484,0099999998";"11785661,2300000004";"2079822,78000000026";"13865484,0099999998";"-0,000000000465661287307739258";"2079822,77999999980";"5"
"Information and communication";"IX.0.123";"0,0";"02.4.125.1";"Zajištění efektivní administrace";"OP VVV";"02";"6693606,62160269";"5431861,76073843";"1261744,860864257";"0,000000000";"2188111,0090631191";"1775651,9612118884";"412459,04785123083";"2188111,0090631191";"-0,000000000193977029545289864";"412459,04785123077";"6"
"Information and communication";"IX.0.123";"0,0";"02.4.125.2";"Zajištění informovanosti, publicity a absorpční kapacity";"OP VVV";"02";"78501409,36072651";"63703893,65853671";"14797515,702189799";"0,000000000";"57930566,1343299523";"47010654,2040118873";"10919911,93031806313";"57930566,1343299523";"-0,000000000415748217529708509";"10919911,93031806313";"8"
"Information and communication";"IX.0.123";"0,0";"03.5.125.1";"Zajistit řádnou implementaci OPZ prostřednictvím poskytnutí spolehlivých a efektivních služeb pro řízení a administraci programu";"OP Z";"03";"116905747,99757053";"96239734,39000000";"20666013,607570533";"0,000000000";"21474609,7257703692";"17678435,4408109598";"3796174,28495940706";"21474609,7257703692";"0,000000000000000000000000000";"3796174,28495940613";"2"
"Information and communication";"IX.0.123";"0,0";"04.4.125.4.1";"Podpora a zajištění implementace OP Doprava";"OP D";"04";"49167389,97223071";"41792281,47637571";"7375108,495855007";"0,000000000";"10037880,7287954520";"8532198,4972110838";"1505682,23158436804";"10037880,7287954520";"0,000000000000000000000000000";"1505682,23158436734";"2"
"Information and communication";"IX.0.123";"0,0";"05.6.125.6.2";"Zajistit informovanost, publicitu a absorpční kapacitu";"OP ŽP";"05";"84552929,00000000";"71869989,65000001";"12682939,350000000";"0,000000000";"42497832,1700000092";"36123157,2699999958";"6374674,89999999944";"42497832,1700000092";"0,000000000000000000000000000";"6374674,90000000037";"6"
"Information and communication";"IX.0.123";"0,0";"06.5.125.5.1";"Zajištění kvalitního řízení a implementace programu";"IROP";"06";"130722363,51000002";"111114008,94000000";"19608354,570000000";"0,000000000";"84894102,2000000030";"72159986,7399999946";"12734115,46000000276";"84894102,2000000030";"-0,000000001688022166490554810";"12734115,46000000089";"20"
"Information and communication";"IX.0.123";"0,0";"07.5.125.5.2";"Zajištění informovanosti, publicity a absorpční kapacity programu";"OP PPR";"07";"63990000,00000000";"31995000,00000000";"31995000,000000000";"0,000000000";"22004553,9800000004";"11002276,9800000004";"11002277,00000000000";"22004553,9800000004";"0,000000000000000000000000000";"11002277,00000000000";"1"
"Information and communication";"IX.0.123";"0,0";"08.1.125.1.2";"Zajistit informovanost o ESIF u cílových skupin";"OP TP";"08";"384039385,50999999";"326433477,68000001";"57605907,829999998";"0,000000000";"166302357,6899999976";"141357005,1599999964";"24945352,53000000119";"166302357,6899999976";"0,000000007450580596923828125";"24945352,53000000119";"8"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.1.48.1";"Zvýšit zaměstnanost podpořených osob, zejména starších, nízkokvalifikovaných a znevýhodněných";"OP Z";"03";"20513392150,87999725";"17033813653,95004654";"3444457166,250010014";"35121330,680000000";"15363477111,8799915314";"12751051799,3199977875";"2585314578,60000419617";"15336366377,9199886322";"27110733,960000120103359222412109375";"2612425312,56000566483";"463"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.1.48.2";"Zvýšit zaměstnanost podpořených mladých osob prostřednictvím programu Záruky pro mládež";"OP Z";"03";"1339000000,00000000";"1138150000,00000024";"200849999,999999970";"0,000000000";"1020410774,3400001526";"867349157,8599998951";"153061616,47999998927";"1020410774,3400001526";"0,000000007450580596923828125";"153061616,48000001907";"13"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.3.48.1";"Zvýšit kvalitu a kvantitu využívání sociálních inovací a mezinárodní spolupráce v tematických oblastech OPZ (TC8)";"OP Z";"03";"343461988,31213403";"311404625,78681296";"25952337,115318920";"6105025,410002059";"264827052,3702224195";"240003118,7035860717";"19507523,62383906171";"259510642,3274250925";"5316410,042797288857400417327880859";"24823933,66663635150";"155"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.3.60.1";"Zvýšit kvalitu a kvantitu využívání sociálních inovací a mezinárodní spolupráce v tematických oblastech OPZ (TC9)";"OP Z";"03";"210186495,56310320";"190756674,98757309";"17253492,918684844";"2176327,656845271";"140191099,4781385064";"127172942,1384258717";"11148141,89835667238";"138321084,0367825329";"1870015,441356038674712181091308594";"13018157,33971271850";"138"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.3.74.1";"Zvýšit kvalitu a kvantitu využívání sociálních inovací a mezinárodní spolupráce v tematických oblastech OPZ (TC11)";"OP Z";"03";"71530637,76782154";"64994883,23931402";"5801308,260990606";"734446,267516923";"44902234,8800656050";"40799516,9376005158";"3478967,53492095182";"44278484,4725214615";"623750,407544130343012511730194092";"4102717,94246508274";"75"
