"oblast_intervence_nazev_en";"oblast_intervence_kod";"climate_share";"sc_id";"sc_nazev";"op_zkr";"op_id";"fin_pravniakt_czv";"fin_pravniakt_eu";"fin_pravniakt_narodni_verejne";"fin_pravniakt_soukr";"fin_vyuct_czv";"fin_vyuct_eu";"fin_vyuct_narodni_verejne";"fin_vyuct_soukr";"fin_vyuct_verejne";"fin_vyuct_narodni";"n_prj"
"Energy efficiency and demonstration projects in SMEs and supporting measures";"IV.2.068";"1,0";"01.3.10.3.2";"Zvýšit energetickou účinnost podnikatelského sektoru";"OP PIK";"01";"20696224624,879978180";"9565563294,129962921";"2879795,7999999998";"11127781534,950027466";"16115557525,5600051880";"7443665628,7399721146";"0,0000000000";"8671891896,81999778747558593750000000";"7443665628,7399721146";"8671891896,8199977875";"3091"
"Energy efficiency and demonstration projects in SMEs and supporting measures";"IV.2.068";"1,0";"01.3.10.3.2";"Zvýšit energetickou účinnost podnikatelského sektoru ";"OP PIK";"01";"474498531,759999990";"209392915,339999974";"0,0000000000";"265105616,420000046";"280439648,1999999881";"123336187,0999999940";"0,0000000000";"157103461,09999999403953552246093750";"123336187,0999999940";"157103461,0999999940";"60"
"Energy efficiency and demonstration projects in SMEs and supporting measures";"IV.2.068";"1,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"101"
"Support to environmentally-friendly production processes and resource efficiency in SMEs";"IV.2.069";"0,4";"01.3.14.3.4";"Uplatnit inovativní nízkouhlíkové technologie v oblasti nakládání energií a při využívání druhotných surovin";"OP PIK";"01";"3261484177,719999313";"1529747658,320000648";"0,0000000000";"1731736519,400000095";"2878995476,4899997711";"1325051481,1799991131";"0,0000000000";"1553943995,30999994277954101562500000";"1325051481,1799991131";"1553943995,3099999428";"989"
"Promotion of energy efficiency in large enterprises";"IV.2.070";"1,0";"01.3.10.3.2";"Zvýšit energetickou účinnost podnikatelského sektoru";"OP PIK";"01";"13126294494,160001755";"4009749815,279995918";"0,0000000000";"9116544678,880006790";"8848832360,6200008392";"2710441898,5000000000";"0,0000000000";"6138390462,12000846862792968750000000";"2710441898,5000000000";"6138390462,1200084686";"782"
"Promotion of energy efficiency in large enterprises";"IV.2.070";"1,0";"01.3.10.3.2";"Zvýšit energetickou účinnost podnikatelského sektoru ";"OP PIK";"01";"104661897,000000000";"31398569,100000001";"0,0000000000";"73263327,900000006";"46215946,4299999997";"13864783,9200000018";"0,0000000000";"32351162,50999999791383743286132812";"13864783,9200000018";"32351162,5099999979";"9"
"Promotion of energy efficiency in large enterprises";"IV.2.070";"1,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"27"
"Business infrastructure for SMEs (including industrial parks and sites)";"IV.2.072";"0,0";"01.2.07.2.3";"Zvýšit využitelnost infrastruktury pro podnikání";"OP PIK";"01";"10064177985,770004272";"4267481200,029998779";"0,0000000000";"5796696785,739999771";"9015084644,2299976349";"3843305819,7399969101";"0,0000000000";"5171778824,49000263214111328125000000";"3843305819,7399969101";"5171778824,4900026321";"446"
"Business infrastructure for SMEs (including industrial parks and sites)";"IV.2.072";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"2"
"Support to social enterprises (SMEs)";"IV.2.073";"0,0";"06.2.58.2.2";"Vznik nových a rozvoj existujících podnikatelských aktivit v oblasti sociálního podnikání";"IROP";"06";"621388615,170000196";"528180322,740000069";"0,0000000000";"93208292,429999977";"578374677,6100001335";"491618475,4200001955";"0,0000000000";"86756202,19000002741813659667968750";"491618475,4200001955";"86756202,1900000274";"199"
"Support to social enterprises (SMEs)";"IV.2.073";"0,0";"07.3.58.3.2";"Posílení infrastruktury pro sociální podnikání";"OP PPR";"07";"58832552,299999997";"29416276,140000001";"29416276,1600000001";"0,000000000";"46120358,3599999920";"23060179,1500000022";"23060179,2100000009";"-0,00000000005820766091346741";"46120358,3599999920";"23060179,2100000009";"22"
"Support to social enterprises (SMEs)";"IV.2.073";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"1"
"Development and promotion of commercial tourism assets in SMEs";"IV.2.074";"0,0";"01.2.07.2.3";"Zvýšit využitelnost infrastruktury pro podnikání";"OP PIK";"01";"632048981,730000019";"276449214,059999943";"0,0000000000";"355599767,669999957";"168527076,3299999833";"74598304,9500000030";"0,0000000000";"93928771,38000002503395080566406250";"74598304,9500000030";"93928771,3800000250";"27"
"e-Government services and applications (including e-Procurement, ICT measures supporting the reform of public administration, cyber-security, trust and privacy measures, e-Justice and e-Democracy)";"IV.3.078";"0,0";"06.3.05.3.2";"Zvyšování efektivity a transparentnosti veřejné správy prostřednictvím rozvoje využití a kvality systémů IKT";"IROP";"06";"8766936182,119998932";"7243065846,389999390";"1305421564,4200003147";"218448771,310000002";"5118496766,5700016022";"4254960554,6700015068";"723261184,8400000334";"140275027,06000003218650817871093750";"4978221739,5100002289";"863536211,9000002146";"359"
"ICT Services and applications for SMEs (including e-Commerce, e-Business and networked business processes), living labs, web entrepreneurs and ICT start-ups)";"IV.3.082";"0,0";"01.4.04.4.2";"Zvýšit využití potenciálu ICT sektoru pro konkurenceschopnost ekonomiky";"OP PIK";"01";"5183592845,250000000";"2206500288,649999142";"0,0000000000";"2977092556,599999905";"4462463665,8999977112";"1897488141,0200002193";"0,0000000000";"2564975524,87999868392944335937500000";"1897488141,0200002193";"2564975524,8799986839";"541"
"ICT Services and applications for SMEs (including e-Commerce, e-Business and networked business processes), living labs, web entrepreneurs and ICT start-ups)";"IV.3.082";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"146"
"Air quality measures";"IV.4.083";"0,4";"05.2.28.2.4";"Snížit emise stacionárních zdrojů podílející se na expozici obyvatelstva nadlimitním koncentracím znečišťujících látek v uhelných regionech";"OP ŽP";"05";"914757144,199999928";"588413506,980000019";"22787677,1999999993";"303555960,020000041";"349143023,3199999928";"227544580,7099999785";"0,0000000000";"121598442,60999999940395355224609375";"227544580,7099999785";"121598442,6099999994";"111"
"Air quality measures";"IV.4.083";"0,4";"05.2.32.2.1";"Snížit emise z lokálního vytápění domácností podílející se na expozici obyvatelstva nadlimitním koncentracím znečišťujících látek.";"OP ŽP";"05";"10632373189,170000076";"10632373189,170000076";"0,0000000000";"0,000000000";"9975958134,7099971771";"9975958134,7099971771";"0,0000000000";"0,00000000000000000000000000";"9975958134,7099971771";"0,0000000000";"42"
"Air quality measures";"IV.4.083";"0,4";"05.2.32.2.2";"Snížit emise stacionárních zdrojů podílející se na expozici obyvatelstva nadlimitním koncentracím znečišťujících látek";"OP ŽP";"05";"5646429444,590001106";"3216389972,800000668";"44508804,3400000036";"2385530667,449999809";"4897848747,4799995422";"2794350203,5300002098";"43548271,8800000027";"2059950272,07000041007995605468750000";"2837898475,4099998474";"2103498543,9500000477";"201"
"Air quality measures";"IV.4.083";"0,4";"05.2.32.2.3";"Zlepšit systém sledování, hodnocení a předpovídání vývoje kvality ovzduší a souvisejících meteorologických aspektů";"OP ŽP";"05";"604120432,229999900";"513502367,330000043";"90333364,9000000209";"284700,000000000";"598620648,4399999380";"508826933,9399999380";"89509014,4999999851";"284699,99999998323619365692138672";"598335948,4399999380";"89793714,4999999851";"33"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.1.24.1.3";"Zajistit povodňovou ochranu v intravilánu";"OP ŽP";"05";"31116828,140000001";"28035969,370000001";"3080858,7699999996";"0,000000000";"23433150,6900000013";"20736475,7899999991";"2696674,8999999994";"0,00000000023283064365386963";"23433150,6900000013";"2696674,9000000013";"8"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.4.27.4.1";"Zajistit příznivý stav předmětu ochrany národně významných chráněných území";"OP ŽP";"05";"1369514056,259999752";"1331038615,059999704";"29243498,5499999933";"9231942,650000000";"785794656,4299999475";"756424764,4600001574";"21705474,9999999963";"7664416,96999998949468135833740234";"778130239,4600000381";"29369891,9699999914";"91"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.4.27.4.1";"Zajistit příznivý stav předmětu ochrany národně významných chráněných území ";"OP ŽP";"05";"84467868,739999980";"71797688,420000002";"0,0000000000";"12670180,320000000";"17150795,7399999984";"14578176,3699999992";"0,0000000000";"2572619,36999999918043613433837891";"14578176,3699999992";"2572619,3699999992";"1"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.4.27.4.2";"Posílit biodiverzitu";"OP ŽP";"05";"318106339,870000184";"283464031,200000107";"15812936,3100000024";"18829372,359999996";"246552680,0900000930";"221014133,9699999690";"12545453,9800000042";"12993092,14000000245869159698486328";"233559587,9500000477";"25538546,1200000010";"176"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.4.27.4.3";"Posílit přirozené funkce krajiny";"OP ŽP";"05";"5862370863,009999275";"5441195636,509999275";"244622349,9699999392";"176552876,529999852";"4968820634,9299936295";"4595148888,4099864960";"225292560,4400001168";"148379186,08000004291534423828125000";"4820441448,8499898911";"373671746,5200003386";"1271"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";"05.4.27.4.4";"Zlepšit kvalitu prostředí v sídlech";"OP ŽP";"05";"1093765649,389999866";"708871447,919999838";"372293640,3600004315";"12600561,110000001";"801655236,4800004959";"505261191,8999997973";"292424738,8200002313";"3969305,76000000350177288055419922";"797685930,7200003862";"296394044,5800001025";"631"
"Protection and enhancement of biodiversity, nature protection and green infrastructure";"IV.4.085";"0,4";NA;NA;"OP ŽP";"05";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"32"
"Protection, restoration and sustainable use of Natura 2000 sites";"IV.4.086";"0,4";"05.4.27.4.1";"Zajistit příznivý stav předmětu ochrany národně významných chráněných území";"OP ŽP";"05";"1467897395,169999361";"1265821264,529999495";"175698365,4499999881";"26377765,189999998";"1107971577,1899998188";"977429885,4099997282";"112586779,4299999923";"17954912,35000000149011611938476562";"1090016664,8399999142";"130541691,7799999863";"95"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";"05.1.24.1.3";"Zajistit povodňovou ochranu v intravilánu";"OP ŽP";"05";"1577843239,770000458";"1316737277,760000229";"253974853,5599999726";"7131108,449999999";"1319012245,8700003624";"1103799130,2999999523";"208145382,8399999142";"7067732,72999999765306711196899414";"1311944513,1400001049";"215213115,5699999630";"222"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";"05.1.24.1.3";"Zajistit povodňovou ochranu v intravilánu ";"OP ŽP";"05";"68323108,629999995";"63701344,649999999";"4621763,9800000004";"0,000000000";"6228791,2000000002";"5659375,8200000003";"569415,3800000000";"0,00000000000000000000000000";"6228791,2000000002";"569415,3799999999";"3"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";"06.1.23.1.3";"Zvýšení připravenosti k řešení a řízení rizik a katastrof";"IROP";"06";"4821952764,664999962";"4098659849,459999561";"723292915,2049999237";"0,000000000";"4451855947,2499990463";"3784077554,0820016861";"667778393,1679992676";"0,00000003492459654808044434";"4451855947,2499990463";"667778393,1679995060";"278"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";"06.4.59.4.1";"Posílení komunitně vedeného místního rozvoje za účelem zvýšení kvality života ve venkovských oblastech a aktivizace místního potenciálu";"IROP";"06";"410420574,849999905";"389899545,950000048";"20521028,8999999985";"0,000000000";"387618644,6200000644";"368237712,1050000191";"19380932,5149999931";"0,00000000091677065938711166";"387618644,6200000644";"19380932,5149999931";"215"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";"06.6.127.6.1";"REACT-EU";"IROP";"06";"1848175748,308120012";"1570949385,967002153";"277226362,3411179781";"0,000000000";"470767960,1637244225";"400152766,0503157377";"70615194,1134086549";"0,00000001825392246169057516";"470767960,1637243032";"70615194,1134086847";"49"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"15"
"Adaptation to climate change measures and prevention and management of climate related risks e.g. erosion, fires, flooding, storms and drought, including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.087";"1,0";NA;NA;"OP ŽP";"05";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"7"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,4";"05.1.24.1.3";"Zajistit povodňovou ochranu v intravilánu";"OP ŽP";"05";"336540175,910000026";"284946358,050000012";"50185357,0000000000";"1408460,860000000";"322829228,3300000429";"274257573,0200000405";"47163194,4999999925";"1408460,81000000354833900928497314";"321420767,5200000405";"48571655,3099999875";"47"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,4";"05.1.24.1.3";"Zajistit povodňovou ochranu v intravilánu ";"OP ŽP";"05";"28129347,240000002";"26535969,039999999";"1593378,2000000000";"0,000000000";"1869108,3200000001";"1588742,0700000001";"280366,2500000000";"0,00000000000000000000000000";"1869108,3200000001";"280366,2500000000";"2"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,4";"05.1.24.1.4";"Podpořit preventivní protipovodňová opatření";"OP ŽP";"05";"2774251203,600000381";"2022964126,100001335";"749048594,3499996662";"2238483,150000000";"2337911290,4100008011";"1704861381,2599999905";"630815881,8999986649";"2234027,25000000093132257461547852";"2335677263,1600008011";"633049909,1499986649";"820"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,4";"05.3.23.3.5";"Snížit environmentální rizika a rozvíjet systémy jejich řízení";"OP ŽP";"05";"151482358,960000038";"125410175,440000013";"26072183,5199999996";"0,000000000";"148240801,1000000238";"122648246,7600000203";"25592554,3399999999";"0,00000000512227416038513184";"148240801,0999999940";"25592554,3399999999";"11"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,4";"06.1.23.1.3";"Zvýšení připravenosti k řešení a řízení rizik a katastrof";"IROP";"06";"502723613,334999979";"427315071,309999943";"75408542,0250000060";"0,000000000";"487599045,0499999523";"414459188,1980000138";"73139856,8519999981";"-0,00000001676380634307861328";"487599045,0499999523";"73139856,8519999832";"20"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,0";"06.4.59.4.1";"Posílení komunitně vedeného místního rozvoje za účelem zvýšení kvality života ve venkovských oblastech a aktivizace místního potenciálu";"IROP";"06";"18517061,140000001";"17591208,070000000";"925853,0699999999";"0,000000000";"16867293,1299999990";"16023928,4450000003";"843364,6850000001";"0,00000000052386894822120667";"16867293,1299999990";"843364,6850000002";"21"
"Risk prevention and management of non-climate related natural risks (i.e. earthquakes) and risks linked to human activities (e.g. technological accidents), including awareness raising, civil protection and disaster management systems and infrastructures";"IV.4.088";"0,0";"06.6.127.6.1";"REACT-EU";"IROP";"06";"272467423,601879895";"231597310,047997862";"40870113,5538819879";"0,000000000";"72709053,5912756324";"61802695,5446842760";"10906358,0465913452";"0,00000000037252903061899448";"72709053,5912756324";"10906358,0465913471";"40"
"Rehabilitation of industrial sites and contaminated land";"IV.4.089";"0,4";"05.3.24.3.4";"Dokončit inventarizaci a odstranit ekologické zátěže";"OP ŽP";"05";"3564157331,929998875";"3028384304,200001717";"200559028,6400000155";"335213999,089999914";"2717686065,5500001907";"2308467112,4999995232";"171082438,6599999666";"238136514,38999998569488525390625000";"2479549551,1600003242";"409218953,0499998927";"119"
"Rehabilitation of industrial sites and contaminated land";"IV.4.089";"0,0";NA;NA;"OP ŽP";"05";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"3"
"Protection, development and promotion of public tourism assets";"IV.4.092";"0,0";"05.4.27.4.1";"Zajistit příznivý stav předmětu ochrany národně významných chráněných území";"OP ŽP";"05";"92605042,250000000";"92605042,250000000";"0,0000000000";"0,000000000";"68595377,3100000024";"68595377,3100000024";"0,0000000000";"0,00000000000000000000000000";"68595377,3100000024";"0,0000000000";"2"
"Protection, development and promotion of public cultural and heritage assets";"IV.4.094";"0,0";"05.4.27.4.1";"Zajistit příznivý stav předmětu ochrany národně významných chráněných území";"OP ŽP";"05";"46016416,219999999";"4601641,620000000";"41414774,6000000015";"0,000000000";"40161357,8900000006";"4016135,8900000001";"36145222,0000000000";"0,00000000000000000000000000";"40161357,8900000006";"36145222,0000000000";"1"
"Protection, development and promotion of public cultural and heritage assets";"IV.4.094";"0,0";"06.3.33.3.1";"Zefektivnění prezentace, posílení ochrany a rozvoje kulturního a přírodního dědictví";"IROP";"06";"15055614862,150001526";"12797272632,169998169";"1862846600,4000000954";"395495629,580000043";"11361524524,4200019836";"9657295840,3399982452";"1396109504,1800005436";"308119179,89999985694885253906250000";"11053405344,5199966431";"1704228684,0799987316";"251"
"Protection, development and promotion of public cultural and heritage assets";"IV.4.094";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"5"
"Institutional capacity of public administrations and public services related to implementation of the ERDF or actions supporting ESF institutional capacity initiatives";"IV.5.096";"0,0";"06.3.72.3.3";"Podpora pořizování a uplatňování dokumentů územního rozvoje";"IROP";"06";"224418891,399999976";"190756057,669999987";"33662833,7299999967";"0,000000000";"222340917,4599999785";"188989779,6999999881";"33351137,7599999867";"-0,00000000104773789644241333";"222340917,4599999785";"33351137,7599999867";"187"
"Community-led local development initiatives in urban and rural areas";"IV.5.097";"0,0";"06.4.59.4.1";"Posílení komunitně vedeného místního rozvoje za účelem zvýšení kvality života ve venkovských oblastech a aktivizace místního potenciálu";"IROP";"06";"4614617163,830002785";"4383886301,149996758";"197323782,3800000548";"33407080,300000004";"4203927735,2799949646";"3993731342,1599922180";"180245758,4599997103";"29950634,66000001877546310424804688";"4173977100,6199975014";"210196393,1199999750";"2083"
"Community-led local development initiatives in urban and rural areas";"IV.5.097";"0,0";"06.4.59.4.2";"Posílení kapacit komunitně vedeného místního rozvoje za účelem zlepšení řídících a administrativních schopností MAS";"IROP";"06";"2357418154,369998932";"2239547245,979999065";"0,0000000000";"117870908,390000001";"1798388111,8999998569";"1708468701,2299993038";"0,0000000000";"89919410,66999997198581695556640625";"1708468701,2299993038";"89919410,6699999720";"301"
"Community-led local development initiatives in urban and rural areas";"IV.5.097";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"58"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"01.5.125.5.1";"Zajištění efektivního řízení a administrace operačního programu";"OP PIK";"01";"3467420586,839999676";"2947307498,789999962";"520113088,0500000119";"0,000000000";"2540761051,8700003624";"2159646892,7900004387";"381114159,0799999833";"0,00000000314321368932723999";"2540761051,8700003624";"381114159,0799999833";"40"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"02.4.125.1";"Zajištění efektivní administrace";"OP VVV";"02";"3207348225,802084446";"2602763085,070599556";"604585140,7314846516";"0,000000000";"2729164764,5398426056";"2214717205,0432496071";"514447559,4965927601";"0,00000002657528966654958971";"2729164764,5398421288";"514447559,4965927601";"31"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"02.4.125.2";"Zajištění informovanosti, publicity a absorpční kapacity";"OP VVV";"02";"5418640,263078102";"4397226,556628313";"1021413,7064497890";"0,000000000";"2610140,7151064426";"2118129,0554692764";"492011,6596371658";"-0,00000000003259629022691210";"2610140,7151064426";"492011,6596371658";"7"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"03.5.125.1";"Zajistit řádnou implementaci OPZ prostřednictvím poskytnutí spolehlivých a efektivních služeb pro řízení a administraci programu";"OP Z";"03";"2641186510,396543503";"2174290765,012447357";"466895745,3840960264";"0,000000000";"2184676138,2842741013";"1798480013,6812257767";"386196124,6030484438";"-0,00000002980232238769531250";"2184676138,2842741013";"386196124,6030483842";"3"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"04.4.125.4.1";"Podpora a zajištění implementace OP Doprava";"OP D";"04";"1433741977,476442099";"1218680680,850996256";"215061296,6254458725";"0,000000000";"800760171,4622107744";"680646144,9442318678";"120114026,5179789811";"0,00000000000000000000000000";"800760171,4622107744";"120114026,5179789662";"3"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"05.6.125.6.1";"Zajistit řádné a efektivní řízení a administraci";"OP ŽP";"05";"2922100773,340000153";"2483785657,320000172";"438315116,0200000405";"0,000000000";"2291427428,9900002480";"1947711741,4100003242";"343715687,5800000429";"0,00000000454019755125045776";"2291427428,9900002480";"343715687,5800000429";"51"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"06.5.125.5.1";"Zajištění kvalitního řízení a implementace programu";"IROP";"06";"3565068550,760000229";"3030308268,040000439";"534760282,7200001478";"0,000000000";"2680894764,0699996948";"2278760543,0899996758";"402134220,9799998999";"0,00000024976907297968864441";"2680894764,0699996948";"402134220,9800001383";"51"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"06.7.127.7.1";"Technická pomoc - REACT-EU";"IROP";"06";"22133551,000000000";"18813518,350000001";"3320032,6499999999";"0,000000000";"2048024,1799999999";"1740820,5500000000";"307203,6300000000";"-0,00000000023283064365386963";"2048024,1800000002";"307203,6299999999";"1"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"07.5.125.5.1";"Zajištění kvalitního a efektivního řízení programu";"OP PPR";"07";"202477069,400000006";"101238534,700000003";"101238534,7000000030";"0,000000000";"154647433,7386222482";"77323716,8518111259";"77323716,8868111223";"0,00000000000000000000000000";"154647433,7386222482";"77323716,8868111223";"1"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"08.1.125.1.1";"Vytvořit podmínky pro naplnění cílů Dohody o partnerství a koordinace řízení";"OP TP";"08";"2564183856,759998798";"2179556278,028723717";"384627578,7312747836";"0,000000000";"1967258955,3559384346";"1672170110,0249476433";"295088845,3309906721";"0,00000003016320988535881307";"1967258955,3559384346";"295088845,3309907317";"66"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"08.1.125.1.3";"Podpořit kapacity pro implementaci ESIF na nižší než národní úrovni";"OP TP";"08";"1714405339,639999628";"1457244538,410000563";"257160801,2300000787";"0,000000000";"1413722896,2389993668";"1201664459,9370000362";"212058436,3019999564";"0,00000001094304025173187256";"1413722896,2389993668";"212058436,3020000160";"113"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"08.1.125.1.4";"Vytvořit podmínky pro účinnou kontrolu a audit ESIF";"OP TP";"08";"1619497105,750000000";"1376572539,859999895";"242924565,8899999857";"0,000000000";"1308354471,0799996853";"1112101300,0900001526";"196253170,9899999499";"-0,00000000232830643653869629";"1308354471,0799996853";"196253170,9899999797";"16"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";"08.2.125.2.1";"Zabezpečení jednotného monitorovacího systému na základě vysoké úrovně elektronizace dat";"OP TP";"08";"1389183752,509999752";"1180806189,539999962";"208377562,9699999690";"0,000000000";"1340516722,3799998760";"1139439212,8100001812";"201077509,5699999630";"0,00000001769512891769409180";"1340516722,3799998760";"201077509,5699999630";"44"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"1"
"Preparation, implementation, monitoring and inspection";"IX.0.121";"0,0";NA;NA;"OP TP";"08";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"2"
"Evaluation and studies";"IX.0.122";"0,0";"01.5.125.5.2";"Zajištění informovanosti, publicity a absorpční kapacity operačního programu";"OP PIK";"01";"46000000,000000000";"39100000,000000000";"6900000,0000000000";"0,000000000";"23784014,3000000007";"20216412,1400000006";"3567602,1599999997";"0,00000000000000000000000000";"23784014,3000000007";"3567602,1600000006";"2"
"Evaluation and studies";"IX.0.122";"0,0";"02.4.125.1";"Zajištění efektivní administrace";"OP VVV";"02";"213964784,367813170";"173632422,503960103";"40332361,8638530374";"0,000000000";"130166675,7962964773";"105630257,1207854897";"24536418,6755109727";"-0,00000000003492459683877421";"130166675,7962964773";"24536418,6755109727";"9"
"Evaluation and studies";"IX.0.122";"0,0";"02.4.125.2";"Zajištění informovanosti, publicity a absorpční kapacity";"OP VVV";"02";"1366703,032790607";"1109079,509010328";"257623,5237802794";"0,000000000";"710147,4699122799";"576284,6501340499";"133862,8197782298";"-0,00000000003492459683877421";"710147,4699122799";"133862,8197782298";"3"
"Evaluation and studies";"IX.0.122";"0,0";"03.5.125.1";"Zajistit řádnou implementaci OPZ prostřednictvím poskytnutí spolehlivých a efektivních služeb pro řízení a administraci programu";"OP Z";"03";"149300000,000000000";"122907492,500000000";"26392507,5000000000";"0,000000000";"96889452,5099999905";"79761819,3799999952";"17127633,1299999990";"0,00000000186264514923095703";"96889452,5099999905";"17127633,1299999952";"2"
